,mean,std,2.5q,25q,50q,75q,97.5q,mc err
t_subj.13,0.9667198194864323,0.008504614972114027,0.948727372923194,0.9615303992440488,0.9673713834821942,0.9724020041441486,0.9814651350967691,0.0001459679902041289
t_subj.14,1.4875775408198957,0.039176770529133154,1.3876697537105227,1.4683914773957285,1.492422761648553,1.5124616082872384,1.5511880563361076,0.0005815504555342994
t_subj.15,1.4515575863149666,0.03214461762641288,1.3883862167284355,1.4307021352596454,1.4516997702784955,1.4729027756844204,1.5153237165206097,0.00039860718408671884
t_subj.16,1.051541867867827,0.020586763849051132,1.010475760528441,1.0373278840394693,1.052411736865727,1.0663190768344484,1.0902269586161095,0.0003527239097931169
t_subj.17,3.105630745780623,0.04455426863097496,3.029305971058621,3.0768642666802606,3.1010460519528666,3.1285728524393694,3.2130673488840835,0.0006888353623627456
t_subj.18,1.27108594200486,0.018553261854797342,1.231164499103888,1.2595599348298456,1.272159101336285,1.283342332040311,1.3058030178881537,0.00036817223815704546
t_subj.19,1.3098002224256067,0.028956234500263682,1.247085492003994,1.2925524288847399,1.311309549974311,1.3290115246110212,1.3629871167600935,0.0004909553839713721
t_subj.20,0.886020116981894,0.020461165001790967,0.8382616704674161,0.8753047445873965,0.8878434038127134,0.8993268447241388,0.9198263556663863,0.00037729822529455794
t_subj.21,0.9467033307113115,0.05385065297312879,0.8337437494714864,0.9129593927405836,0.9507557735414882,0.9812601231828416,1.0478662773134355,0.0008237976913809933
t_subj.22,1.243426624455154,0.027988881548704783,1.187843007987283,1.2249453231028056,1.243354535176542,1.2623261935251442,1.2974851053551986,0.0004337682807405304
t_subj.23,0.8947639075572359,0.009243058491082746,0.8748838137073102,0.8888681411283365,0.8953074870513986,0.9011229789336517,0.9113275847118613,0.00014248236803871627
t_subj.24,1.167015165363773,0.031402867186997675,1.1159434670450128,1.1446275016658791,1.1600276198115602,1.1879536689309116,1.23442034187805,0.0005783609299671611
t_subj.25,0.9542331513005262,0.019671767027711742,0.9122073200375023,0.9420274040440099,0.9556685393307842,0.9681997752267903,0.9882288750952294,0.0003881687394340687
t_subj.26,3.279771758386529,0.025308097201857147,3.224612237143857,3.2653561903606385,3.2813288602028283,3.296244507067521,3.324322775578533,0.00043015820652617093
t_subj.27,1.3471503270688385,0.026095866587473555,1.292649549273686,1.3302180749040005,1.3485358812473065,1.365766272942114,1.3946000488728854,0.0004332192248063547
t_subj.28,2.134677366960037,0.04756967186630184,2.0322735341432607,2.1099583003856877,2.1388700676782926,2.164067866379178,2.2188425644763914,0.0008701613779539
t_subj.29,1.0397789144570222,0.023645605351072737,0.9906811817236604,1.024370087359214,1.040973558705662,1.0561055294224895,1.0826843276197935,0.00035239097881503776
t_subj.30,1.0878780030002937,0.013775336929084472,1.0580120537931978,1.0791655209972912,1.0886448888281581,1.0975959961990827,1.1124851886550526,0.00020589894311434306
t_subj.31,2.281203755730782,0.03143137244582058,2.2199330882137214,2.2607087710106293,2.2803729890425144,2.300627103781634,2.34674565174791,0.0004994422758339114
t_subj.32,0.9836837692380852,0.043769130049273026,0.9042208862813076,0.9534919246181734,0.9799590325057024,1.0116507971081903,1.0760317592894775,0.0006307688659695871
t_subj.33,1.5216747963232693,0.0239068773783145,1.4770374610966188,1.5068534595552985,1.5206168553352861,1.5346382106890286,1.5784174914327915,0.00041910712959723144
t_subj.34,1.0357211305108753,0.0373212647636301,0.9603456127403148,1.011860647869667,1.0363251296848675,1.0608101843826288,1.1061889462994914,0.0005809874791715719
