,mean,std,2.5q,25q,50q,75q,97.5q,mc err
v_subj(a_low.HC).29,-0.15562706531615453,0.06125757627762494,-0.2747420446877728,-0.1972149062366584,-0.15541684792052735,-0.11419555756142208,-0.03608417024270161,0.0006626986938133838
v_subj(a_low.HC).30,-0.015111115122867941,0.08198362200005253,-0.17752422227303366,-0.06994575036427236,-0.01500641402786515,0.0401813593414988,0.14665750322529736,0.0008685767725679682
v_subj(a_low.HC).31,0.051903767991589814,0.06195553983330003,-0.067722252823601,0.009203637897298611,0.05213809551316785,0.09393002240362344,0.17380835043563558,0.000728666714850467
v_subj(a_low.HC).32,-0.03742167578658636,0.058192269574205216,-0.15080056993770669,-0.07621806410017745,-0.03697255422830774,0.0011619286893932712,0.07720566063194478,0.0006248240170466631
v_subj(a_low.HC).35,0.1302729991197433,0.07704450312098844,-0.01955386547974547,0.07826194492029037,0.12999958237503073,0.18180851097448558,0.27976357115228456,0.0007679520166324335
v_subj(a_low.HC).36,0.07275827025696815,0.051179695400987595,-0.026337965124202084,0.03848894759020102,0.07239123588608892,0.10694753085527631,0.17289781858373665,0.0005714313434419254
v_subj(a_low.HC).37,0.06234329795616795,0.0714668007984262,-0.07516172301786528,0.013190287115502408,0.06318872925645846,0.11012866943388658,0.20227254342599116,0.000742654388841918
v_subj(a_low.HC).38,-0.2868982015237741,0.08072279030987169,-0.4442134580308198,-0.34230153139633135,-0.28584786439509485,-0.2324077643445489,-0.130209349949037,0.0009511983213959855
v_subj(a_low.SSD).0,-0.2736073843499037,0.06801473653125764,-0.40787925543795,-0.31938094710589116,-0.2732091335253445,-0.22783273759636602,-0.14044196804324205,0.0008235326531666968
v_subj(a_low.SSD).3,0.03774705441280139,0.054164803256604666,-0.06913771418044168,0.0014446468549577512,0.0374915730494888,0.07437733684772485,0.1441380115627603,0.0005647507312265724
v_subj(a_low.SSD).6,-0.7545877513245581,0.08837809635639034,-0.929193512030033,-0.8140483517678287,-0.7551638293050182,-0.6935924822779824,-0.583135103548154,0.00112516474152773
v_subj(a_low.SSD).7,-0.04730593209323304,0.06623372912084056,-0.1762211624085158,-0.0919858987097746,-0.04668700753343252,-0.002238345854627344,0.08060684667980911,0.0007287809152933285
v_subj(a_low.SSD).10,0.0119993245821209,0.05958015144415746,-0.10309503779389795,-0.027615660525835736,0.012175806908288768,0.051985639929639144,0.12858938183571772,0.0006791033279379803
v_subj(a_low.SSD).11,-0.4086935708480543,0.06161440516563435,-0.5326894373233952,-0.44907253482857085,-0.4078709646258855,-0.3659611226916491,-0.29193426093286234,0.0007779264436372362
v_subj(a_low.SSD).13,-0.3049939087843331,0.10240711026053512,-0.5095472855378214,-0.37321855162330286,-0.3033041501039098,-0.23542047004851036,-0.10542303009692078,0.0012038844603681651
v_subj(a_low.SSD).14,0.05412549820331536,0.06476257222778842,-0.07311742159954993,0.010963582560021473,0.05382378080820205,0.0975066770699472,0.18235572797995336,0.0007856342814903239
